id,league,year,type,h2_index,para_index,title,paragraph
833,American League,1963,h2,3,1,In the National League,"Chicago Cubs first baseman Ernie Banks became the first National League player to tally twenty-two putouts (and twenty-three chances) in a game, during a May 9th, 3-1 victory over the Pittsburgh Pirates."
834,American League,1963,h2,3,2,In the National League,"On June 15th, Juan Marichal set two records after becoming the first Latin American pitcher AND only the second Giant (Carl Hubbell, 1929) to pitch a no-hitter during a 1-0 triumph over the Houston Colt 45s (Astros) at Candlestick Park."
835,American League,1963,h2,3,3,In the National League,"Milwaukee Brave veteran Warren Spahn topped the National League record for most starts (previously held by Grover Alexander) with his 601st appearance on the mound during a 6-1 win over the Los Angeles Dodgers on August 23rd. Later in the season Spahn tied Christy Mathewson's National League record with his thirteenth, twenty-win season and became the oldest to do so at age forty-two."
836,American League,1963,h2,4,1,Around the League,"The Major League Rules Committee voted to expand the strike zone, extending it from the top of the shoulders to the bottom of the knees restoring its original pre-1950 specifications."
837,American League,1963,h2,4,2,Around the League,"On September 6th, Major League Baseball celebrated its 100,000th game with a classic match-up between the Cleveland Indians and Washington Senators at D.C. Stadium."
838,American League,1963,h2,4,3,Around the League,St. Louis Cardinals' slugger Stan Musial made a record 24th All-Star Game appearance as his National League teammates combined to beat their American League counterparts 5-3 in the Midsummer Classic.
839,American League,1963,h2,4,4,Around the League,"Houston Colt 45s (Astros) manager Harry Craft shocked the New York Mets after starting an all-rookie line-up during a September 27th contest. Fifteen rookies appeared in all, but were bested by the older and wiser Mets who ""mentored"" them with a 10-3 lesson in experience."
840,American League,1964,h1,,,1964 AMERICAN LEAGUE,
841,American League,1964,h2,1,1,Off the field,"On February 9th, the British rock group The Beatles arrived in America for an appearance on the Ed Sullivan Show. It was the ""Fab 4's"" first trip to the United States and introduced their unique sound and stylish appearance to millions of American teenagers. By the week of April 4th, The Beatles had taken over the radio airways and held the top five slots on the American pop charts."
842,American League,1964,h2,1,2,Off the field,"The highly contested and still criticized Warren Commission delivered its final report on September 27th concluding that President John F. Kennedy's assassin, Lee Harvey Oswald, had acted alone and on his own recourse."
843,American League,1964,h2,1,3,Off the field,"American's first computer dynasty International Business Machines (also known as IBM) introduced the first 360 Computer, which was defined as a second-generation system based on transistors. The groundbreaking machine was instantly heralded as a huge success and became the standard for computers of many businesses for many years."
844,American League,1964,h2,2,1,In the American League,"Mickey Mantle set the tenth Major League record of his career after hitting two ""switch"" home runs in a single game against the Chicago White Sox. Mantle's first shot off Ray Herbert (a left-handed effort) traveled 461 feet and finally stopped 502 feet from the plate. Later in the game, ""The Mick"" added a second round-tripper (swinging right-handed) that guaranteed rookie pitcher Mel Stottlemyre's 7-3 debut victory."
845,American League,1964,h2,2,2,In the American League,"Decades before the ""Roberto Alomar incident"" Golden Glove first baseman Vic Power of the California Angels was suspended for ten days and fined $250 after spitting on umpire Jim Honochick during a doubleheader loss to the Chicago White Sox."
846,American League,1964,h2,2,3,In the American League,"Kansas City A's rookie Bert Campaneris became only the second player (Bob Nieman) since 1900 to hit two home runs in his Major League debut during a 4-3 win over Jim Kaat and the Minnesota Twins. He also set the mark as the first American League player ever to knock one out on the first pitch thrown to him. Bill Roman of the Detroit Tigers equaled the feat later in the season during a 7-6, loss to the New York Yankees for his first (and last) career home run."
847,American League,1964,h2,3,1,In the National League,"Willie Mays became the first African-American player to hold the ""team leader title"" after San Francisco Giants' skipper Alvin Dark named him as the team's captain."
848,American League,1964,h2,3,2,In the National League,"On April 6th, ""Shea Stadium"" was officially dedicated as the New York Mets ballpark. The $25 million dollar facility was named after William A. Shea who christened baseball's newest cathedral by pouring a mixture of water from the Harlem River (near the old Polo Grounds) and the Gowanus Canal (near the site of Ebbets Field) over the infield in a pre-game ceremony."
849,American League,1964,h2,3,3,In the National League,"The St. Louis Cardinals became only the second team in the modern era (1923 Giants) to score at least one run in every inning while rolling over the Chicago Cubs during a September 13th outing at Wrigley Field. ""Redbirds"" Lou Brock and Julian Javier led the rally with one homer each and Curt Simmons topped Dick Ellsworth on the mound for the 15-2 win."
850,American League,1964,h2,4,1,Around the League,Subscription television for baseball games debuted on July 17th as the first pay cablecast (a night game between the LA Dodgers and Chicago Cubs) was broadcasted live from Los Angeles. The home team emerged as 3-2 winners thanks to the solid arm of Don Drysdale who sat down ten batters.
